STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2018,fips,lat,long,year55andolder,DMPercentage,hospcount,icubeds,60yrsandolder,plus_pct,RUCA,ruca3gp,Smokers,PrimaryCarePhysicians,PCP,PCPRatio,pctobesity,ruca2gp,Rural,age25_49,tot_pop,tot_male,tot_female,whites,black,lesshighschool,highschooldiploma,somecollegeandassociate,bachelorsandhigher,povertycounts,medianhouseholdinc,associationcount,associationrate, FairPoor Health,Physically Unhealthy Days,Diabetic
1,1,Alabama,Autauga County,55601,1001,32.539528,-86.644081,15817,9.9,1,6,10523,0.191,1,Metropolitan,19,23,41.50426,2409:01:00,37.5,Metropolitan/Urban,0,22187,55601,26995,28606,42660,10915,11.3,32.6,28.4,27.7,7587,59338,70,12.63173091,18,4.2,14
1,3,Alabama,Baldwin County,218022,1003,30.727751,-87.722069,75980,8.5,3,51,53519,0.263,3,Metropolitan,17,152,72.87966,1372:01:00,31,Metropolitan/Urban,0,79264,218022,105657,112365,190301,19492,9.7,27.6,31.3,31.3,21069,57588,223,10.6922129,18,4.1,11
1,5,Alabama,Barbour County,24881,1005,31.868263,-85.387131,8043,15.7,1,5,6150,0.235,8,Rural and Small towns,22,10,38.51338,2597:01:00,44.3,"Low comuting micropolitan, Rural and Small towns",1,9674,24881,13133,11748,12209,12042,27,35.7,25.1,12.2,6788,34382,22,8.472944348,26,5.1,18
1,7,Alabama,Bibb County,22400,1007,32.996422,-87.125114,6587,13.3,1,0,4773,0.211,2,Metropolitan,20,13,57.41289,1742:01:00,37.8,Metropolitan/Urban,0,9458,22400,11921,10479,17211,4770,16.8,47.3,24.4,11.5,4400,46064,23,10.15766462,20,4.4,15
1,9,Alabama,Blount County,57840,1009,33.982109,-86.567909,18178,14.9,1,6,13600,0.236,5,Micropolitan,20,13,22.52877,4439:01:00,34.4,Metropolitan/Urban,1,21819,57840,28500,29340,55456,950,19.8,34,33.5,12.6,7527,50412,52,9.011507001,21,4.5,14
1,11,Alabama,Bullock County,10138,1011,32.100304,-85.712654,3091,22.4,1,0,2371,0.226,2,Metropolitan,23,3,28.95194,3454:01:00,39.4,Metropolitan/Urban,0,4093,10138,5527,4611,2661,7168,24.8,39.7,22.3,13.3,3610,29267,10,9.650646593,29,5.2,20
1,13,Alabama,Butler County,19680,1013,31.753,-86.680573,6796,16.9,1,7,5151,0.256,7,Rural and Small towns,22,6,30.003,3333:01:00,40.2,"Low comuting micropolitan, Rural and Small towns",1,6982,19680,9165,10515,10283,8839,15.4,43.9,24.6,16.1,4731,37365,23,11.50115012,27,5.1,18
1,15,Alabama,Calhoun County,114277,1015,33.774837,-85.826302,36205,15.6,2,24,27115,0.235,2,Metropolitan,20,74,64.56623,1549:01:00,37.1,Metropolitan/Urban,0,43008,114277,54914,59363,86026,24153,15.9,32.4,33.7,18,21719,45400,164,14.30927223,20,4.3,16
1,17,Alabama,Chambers County,33615,1017,32.913601,-85.390724,11512,17.5,0,0,8501,0.251,4,Micropolitan,22,17,50.23195,1991:01:00,40.3,Metropolitan/Urban,1,12415,33615,16093,17522,19182,13446,18.6,38.4,29.7,13.2,6181,39917,60,17.72892474,25,5.0,17
1,19,Alabama,Cherokee County,26032,1019,34.178059,-85.606392,10080,12.2,1,0,7513,0.291,3,Metropolitan,19,9,34.98542,2858:01:00,36.3,Metropolitan/Urban,0,9113,26032,12896,13136,24217,1109,19.8,38.3,29,12.9,4180,42132,26,10.1068999,19,4.3,14
1,21,Alabama,Chilton County,44153,1021,32.850441,-86.717323,13295,16.8,1,6,9429,0.215,6,Micropolitan,20,8,18.20623,5493:01:00,35.3,"Low comuting micropolitan, Rural and Small towns",1,16839,44153,21668,22485,38459,4579,17.8,44.1,24,14.2,7542,47547,72,16.38560797,21,4.7,15
1,23,Alabama,Choctaw County,12841,1023,32.022274,-88.265648,4965,13.9,1,0,3759,0.285,9,Rural and Small towns,19,5,38.48226,2599:01:00,41.3,"Low comuting micropolitan, Rural and Small towns",1,4369,12841,6070,6771,7343,5355,18.6,38.2,30.2,13,2806,39907,27,20.78042023,24,4.7,16
1,25,Alabama,Clarke County,23920,1025,31.680998,-87.835487,8202,20.1,2,0,6134,0.249,8,Rural and Small towns,21,14,57.39587,1742:01:00,39.6,"Low comuting micropolitan, Rural and Small towns",1,8536,23920,11328,12592,12781,10674,18.8,43.7,24.9,12.6,5381,40741,45,18.4486717,28,5.0,19
1,27,Alabama,Clay County,13275,1027,33.26984,-85.85836,4710,11.2,1,4,3480,0.26,5,Micropolitan,19,5,37.059,2698:01:00,37.7,Metropolitan/Urban,1,4801,13275,6492,6783,11046,1868,24.5,36.3,29.1,10.2,2285,39201,16,11.85887934,21,4.5,15
1,29,Alabama,Cleburne County,14987,1029,33.676792,-85.520058,4931,10.4,0,0,3691,0.247,3,Metropolitan,20,4,26.80247,3731:01:00,34.5,Metropolitan/Urban,0,5578,14987,7421,7566,14234,441,22.6,39.6,24.1,13.7,2356,46495,13,8.710801394,18,4.4,13
1,31,Alabama,Coffee County,51909,1031,31.399328,-85.989014,15309,14.4,1,7,11027,0.216,5,Micropolitan,18,28,54.65974,1830:01:00,33.4,Metropolitan/Urban,1,20182,51909,25521,26388,39368,9192,13.8,27.9,34.9,23.4,7053,55122,81,15.81228283,20,4.5,15
1,33,Alabama,Colbert County,54762,1033,34.698475,-87.801689,18659,13.5,2,22,14062,0.258,1,Metropolitan,18,37,68.24554,1465:01:00,32.5,Metropolitan/Urban,0,20424,54762,26259,28503,44138,8875,15.6,36,29.7,18.7,7459,49055,94,17.33805519,20,4.3,18
1,35,Alabama,Conecuh County,12277,1035,31.434017,-86.993202,4679,23.7,1,0,3542,0.28,7,Rural and Small towns,23,6,48.40662,2066:01:00,38.7,"Low comuting micropolitan, Rural and Small towns",1,4110,12277,5881,6396,6339,5680,19.2,48.8,21.3,10.7,2979,32613,12,9.681323114,29,5.6,20
1,37,Alabama,Coosa County,10715,1037,32.936901,-86.248474,4409,17.9,0,0,3145,0.287,5,Micropolitan,21,,30.77455967,,40.4,Metropolitan/Urban,1,3798,10715,5399,5316,7167,3309,20.4,38.6,29.5,11.6,1973,42423,10,9.450902561,24,4.8,19
1,39,Alabama,Covington County,36986,1039,31.247786,-86.450508,13289,12.9,2,13,10290,0.274,7,Rural and Small towns,21,19,50.72348,1971:01:00,33.4,"Low comuting micropolitan, Rural and Small towns",1,13000,36986,17896,19090,31269,4664,17.1,35.4,32.5,14.9,7239,40203,50,13.34828341,22,4.8,15
1,41,Alabama,Crenshaw County,13824,1041,31.729418,-86.315933,4628,16.3,1,0,3371,0.243,4,Micropolitan,20,2,14.37504,6957:01:00,38.2,Metropolitan/Urban,1,4993,13824,6674,7150,10062,3244,21.6,38.8,24,15.6,2661,39057,15,10.78128369,22,4.6,16
1,43,Alabama,Cullman County,83442,1043,34.130203,-86.868881,26818,17.2,1,12,19667,0.241,5,Micropolitan,20,48,58.20228,1718:01:00,34.5,Metropolitan/Urban,1,31493,83442,41245,42197,79985,1116,18.2,35.6,32.4,13.7,11925,45796,104,12.61049339,21,4.5,16
1,45,Alabama,Dale County,48956,1045,31.43037,-85.610954,14690,14.4,1,6,10498,0.213,3,Metropolitan,19,8,16.25157,6153:01:00,37.3,Metropolitan/Urban,0,18773,48956,24023,24933,36119,10262,14.2,32.7,36.1,17,7743,45309,55,11.17295738,23,4.7,16
1,47,Alabama,Dallas County,38310,1047,32.326881,-87.108665,12578,13.9,1,18,9436,0.232,5,Micropolitan,22,30,74.985,1334:01:00,41.9,Metropolitan/Urban,1,13251,38310,17685,20625,10630,26994,19.3,35.2,30.4,15.1,11841,34035,56,13.99720056,29,5.1,17
1,49,Alabama,DeKalb County,71385,1049,34.459469,-85.807831,21642,11.2,1,12,15782,0.222,8,Rural and Small towns,22,30,42.31312,2363:01:00,30.4,"Low comuting micropolitan, Rural and Small towns",1,26747,71385,35428,35957,66184,1325,25.9,33.3,28.1,12.7,14975,39491,64,9.026798308,23,4.5,12
1,51,Alabama,Elmore County,81887,1051,32.597855,-86.14415,23169,14.9,2,5,15929,0.197,2,Metropolitan,19,22,26.89519,3718:01:00,36.1,Metropolitan/Urban,0,33670,81887,39585,42302,61800,17570,13.6,32.8,29,24.5,8559,60367,89,10.88032861,19,4.2,15
1,53,Alabama,Escambia County,36748,1053,31.125679,-87.159187,11397,17.1,2,14,8677,0.231,8,Rural and Small towns,21,15,39.75827,2515:01:00,38.4,"Low comuting micropolitan, Rural and Small towns",1,14322,36748,18628,18120,22792,11639,18.5,44.5,24.4,12.7,8022,38418,57,15.10814249,24,4.9,18
1,55,Alabama,Etowah County,102501,1055,34.045673,-86.04052,33522,13.5,2,56,25122,0.244,2,Metropolitan,23,81,78.97508,1266:01:00,36.1,Metropolitan/Urban,0,38580,102501,49653,52848,82796,16094,15.5,32.9,33.9,17.7,17509,44903,162,15.7950158,23,5.0,15
1,57,Alabama,Fayette County,16433,1057,33.720768,-87.738869,5836,21,2,12,4604,0.276,4,Micropolitan,20,19,114.83138,871:01:00,37.8,Metropolitan/Urban,1,5825,16433,8023,8410,14076,1970,17.6,41.5,27.9,12.9,3801,39254,17,10.27438656,20,4.6,16
1,59,Alabama,Franklin County,31363,1059,34.442352,-87.842896,9219,13.3,2,7,7054,0.224,6,Micropolitan,21,14,44.26458,2259:01:00,33,"Low comuting micropolitan, Rural and Small towns",1,11920,31363,15823,15540,28738,1427,23.2,36.8,27.1,12.9,5939,39388,31,9.80144176,22,4.7,14
1,61,Alabama,Geneva County,26314,1061,31.093891,-85.835732,9116,14.3,1,6,6716,0.253,3,Metropolitan,22,7,26.30195,3802:01:00,38,Metropolitan/Urban,0,9559,26314,12846,13468,22951,2491,20.9,37.2,30.8,11.1,5537,37823,24,9.017810175,24,4.9,16
1,63,Alabama,Greene County,8233,1063,32.855042,-87.956841,3101,11.3,1,0,2352,0.276,2,Metropolitan,24,5,59.36832,1684:01:00,42.1,Metropolitan/Urban,0,2676,8233,3887,4346,1519,6597,24.1,36.8,29,10.1,2459,28524,9,10.68629779,34,5.6,19
1,65,Alabama,Hale County,14726,1065,32.760391,-87.632851,4948,15.5,1,0,3945,0.263,2,Metropolitan,22,2,13.37614,7476:01:00,42,Metropolitan/Urban,0,5091,14726,7008,7718,5988,8561,16.4,42.6,26.9,14.1,3705,34724,9,6.019261637,27,5.2,16
1,67,Alabama,Henry County,17209,1067,31.51148,-85.242676,6300,13.7,0,0,4834,0.283,3,Metropolitan,20,5,29.13074,3433:01:00,37.9,Metropolitan/Urban,0,6167,17209,8300,8909,12280,4523,19.8,33.5,28.7,18,3037,46027,30,17.47844325,21,4.6,17
1,69,Alabama,Houston County,104722,1069,31.151979,-85.299393,32507,11.8,2,66,23474,0.225,1,Metropolitan,22,90,86.49189,1156:01:00,36,Metropolitan/Urban,0,40010,104722,50286,54436,72324,28491,14.3,31.6,33,21,17032,47993,136,13.06988545,24,4.8,15
1,71,Alabama,Jackson County,51736,1071,34.781441,-85.997505,18078,13.9,1,10,13441,0.257,5,Micropolitan,22,27,51.78565,1931:01:00,37,Metropolitan/Urban,1,19023,51736,25390,26346,47215,1855,17.5,40.8,27.5,14.2,10046,41929,48,9.206337029,20,4.6,16
1,73,Alabama,Jefferson County,659300,1073,33.555546,-86.895065,191178,11.7,8,471,138161,0.21,1,Metropolitan,18,714,108.26039,924:01:00,33.3,Metropolitan/Urban,0,259759,659300,311591,347709,350457,286501,10.3,26.8,30.6,32.4,103604,55013,956,14.49536861,20,4.0,13
1,75,Alabama,Lamar County,13844,1075,33.779949,-88.09668,5020,16,0,0,3811,0.272,7,Rural and Small towns,21,,59.62219014,,35,"Low comuting micropolitan, Rural and Small towns",1,4874,13844,6767,7077,12084,1466,17.6,39.9,30,12.5,2374,40936,12,8.621928438,25,4.9,16
1,77,Alabama,Lauderdale County,92387,1077,34.901718,-87.65625,31217,11.9,1,48,23452,0.253,2,Metropolitan,19,47,50.91098,1964:01:00,34.6,Metropolitan/Urban,0,32591,92387,44327,48060,80358,9298,12.6,36,27.5,23.9,12645,48707,139,15.05665201,19,4.3,14
1,79,Alabama,Lawrence County,32957,1079,34.520416,-87.310692,11023,16.9,1,6,7710,0.232,3,Metropolitan,21,5,15.04031,6649:01:00,35,Metropolitan/Urban,0,12369,32957,16047,16910,25772,3606,21,41.5,25.8,11.7,6297,43909,44,13.23547106,21,4.6,15
1,81,Alabama,Lee County,163941,1081,32.601547,-85.351326,37164,9.5,1,28,24513,0.157,1,Metropolitan,19,82,51.57525,1939:01:00,31.4,Metropolitan/Urban,0,62323,163941,80639,83302,115690,37852,9.5,24.1,32.3,34.1,30075,48937,129,8.113666811,19,4.2,10
1,83,Alabama,Limestone County,96174,1083,34.811855,-86.983101,27535,12.5,1,10,18399,0.201,3,Metropolitan,19,33,35.57836,2811:01:00,33.6,Metropolitan/Urban,0,39700,96174,48156,48018,78056,13320,15.7,30.3,28.5,25.5,10633,64863,87,9.37975052,18,4.0,12
1,85,Alabama,Lowndes County,9974,1085,32.159729,-86.651581,3381,11.4,0,0,2481,0.239,2,Metropolitan,22,1,9.65437,10358:1,46.2,Metropolitan/Urban,0,3578,9974,4670,5304,2585,7236,22.5,38.6,24.8,14.1,2474,33973,7,6.758061402,30,5.4,18
1,87,Alabama,Macon County,18439,1087,32.3876,-85.69268,6249,21.3,0,0,4854,0.251,5,Micropolitan,22,6,31.64056,3161:01:00,46.7,Metropolitan/Urban,1,5794,18439,8383,10056,3128,14886,18.3,30.1,30.9,20.7,5031,32495,15,7.910140801,30,5.2,19
1,89,Alabama,Madison County,366519,1089,34.763271,-86.550697,106655,12.4,2,100,70040,0.198,1,Metropolitan,16,315,88.24345,1133:01:00,31.8,Metropolitan/Urban,0,145217,366519,179074,187445,252338,91273,8.9,20.8,28.6,41.7,42667,63755,384,10.75729689,15,3.8,13
1,91,Alabama,Marengo County,19066,1091,32.247677,-87.787964,6416,14.9,1,5,5124,0.26,9,Rural and Small towns,21,8,40.66487,2459:01:00,40.7,"Low comuting micropolitan, Rural and Small towns",1,6800,19066,8933,10133,8939,9795,16.2,39.8,28.6,15.4,4499,37733,41,20.8407462,27,5.2,19
1,93,Alabama,Marion County,29763,1093,34.136974,-87.887039,10509,18.1,1,4,8196,0.273,10,Rural and Small towns,21,9,30.002,3333:01:00,36.4,"Low comuting micropolitan, Rural and Small towns",1,10860,29763,14686,15077,27986,1154,20.3,34.8,31.7,13.1,5844,37887,33,11.00073338,21,4.6,18
1,95,Alabama,Marshall County,96109,1095,34.369759,-86.304871,28954,10.2,1,20,21466,0.227,4,Micropolitan,22,56,58.85011,1699:01:00,33,Metropolitan/Urban,1,35538,96109,47502,48607,89384,2906,19.1,31.1,30.5,19.2,17341,46233,93,9.773321984,22,4.7,13
1,97,Alabama,Mobile County,413757,1097,30.784723,-88.208427,122053,12.6,4,157,88103,0.213,1,Metropolitan,19,272,65.56808,1525:01:00,36.9,Metropolitan/Urban,0,157959,413757,197077,216680,244947,149329,13.8,33.5,29.8,22.9,84539,43598,466,11.23335487,20,4.6,15
1,99,Alabama,Monroe County,21067,1099,31.567293,-87.369949,7405,15.7,1,8,5536,0.255,8,Rural and Small towns,22,8,37.15745,2691:01:00,39.1,"Low comuting micropolitan, Rural and Small towns",1,7348,21067,10005,11062,11612,8686,16.3,46.1,23.5,14.1,4560,39556,32,14.86298189,26,5.1,17
1,101,Alabama,Montgomery County,225763,1101,32.220684,-86.209694,62637,13,3,88,44214,0.195,1,Metropolitan,20,220,97.19504,1029:01:00,36.6,Metropolitan/Urban,0,88163,225763,106522,119241,81145,133229,14.4,25.5,28,32.1,43567,49640,341,15.06523113,21,4.3,13
1,103,Alabama,Morgan County,119089,1103,34.455006,-86.854759,37131,11.1,1,34,26739,0.224,1,Metropolitan,20,65,54.61634,1831:01:00,31.5,Metropolitan/Urban,0,45357,119089,58682,60407,98591,15539,16.7,29.6,32,21.7,15419,52797,147,12.35169563,20,4.6,13
1,105,Alabama,Perry County,9140,1105,32.640484,-87.297707,2957,13.6,0,0,2278,0.235,8,Rural and Small towns,23,3,31.33487,3191:01:00,44.9,"Low comuting micropolitan, Rural and Small towns",1,2870,9140,4281,4859,2791,6205,21.9,39.4,22.9,15.7,2943,26814,10,10.44495509,32,5.8,20
1,107,Alabama,Pickens County,19938,1107,33.280949,-88.088181,6662,12.7,1,4,4974,0.247,3,Metropolitan,21,8,39.36233,2541:01:00,36,Metropolitan/Urban,0,7693,19938,9948,9990,11530,8019,19.4,36.7,30.4,13.5,4177,37586,24,11.80869908,25,5.0,16
1,109,Alabama,Pike County,33338,1109,31.803965,-85.940826,8705,12.1,1,9,6441,0.193,4,Micropolitan,22,16,48.06826,2080:01:00,42.8,Metropolitan/Urban,1,10759,33338,16098,17240,19163,12562,19,33.3,24.2,23.6,7315,37259,35,10.5149312,22,4.9,13
1,111,Alabama,Randolph County,22725,1111,33.295269,-85.457085,7983,13.8,1,0,6129,0.272,7,Rural and Small towns,20,6,26.48773,3775:01:00,36.6,"Low comuting micropolitan, Rural and Small towns",1,7940,22725,11056,11669,17689,4428,21.2,36.3,27.5,14.9,4375,40546,24,10.59509094,22,4.6,15
1,113,Alabama,Russell County,57781,1113,32.287254,-85.184151,15675,18.2,1,8,10680,0.183,1,Metropolitan,22,13,22.34752,4475:01:00,40.4,Metropolitan/Urban,0,23349,57781,27745,30036,28865,26397,16.7,32.3,34.5,16.5,12384,39104,58,9.970432511,24,4.7,13
1,115,Alabama,St. Clair County,88690,1115,33.719021,-86.310295,26908,12.3,1,6,18943,0.218,3,Metropolitan,20,15,17.04178,5868:01:00,32.9,Metropolitan/Urban,0,35381,88690,44027,44663,77839,8384,15.2,36,32.3,16.5,10432,57284,74,8.407275702,18,3.9,12
1,117,Alabama,Shelby County,215707,1117,33.268799,-86.662323,61075,9.6,1,32,41610,0.199,1,Metropolitan,17,180,85.46116,1170:01:00,35.6,Metropolitan/Urban,0,86313,215707,104270,111437,178681,28171,7.8,20.3,29.7,42.1,16916,75663,234,11.10995053,15,3.7,9
1,119,Alabama,Sumter County,12691,1119,32.591175,-88.199165,4066,18.7,1,0,3005,0.23,7,Rural and Small towns,23,7,53.68098,1863:01:00,43.1,"Low comuting micropolitan, Rural and Small towns",1,3742,12691,5802,6889,3205,9111,15.8,37.8,24.6,21.8,4076,27859,16,12.26993865,32,5.7,20
1,121,Alabama,Talladega County,79828,1121,33.378231,-86.168861,25662,14.3,2,14,18842,0.233,4,Micropolitan,21,25,31.20982,3204:01:00,40.7,Metropolitan/Urban,1,30611,79828,38580,41248,51346,26208,19,34.9,31.8,14.3,14825,41630,96,11.98456987,24,4.8,16
1,123,Alabama,Tallapoosa County,40497,1123,32.866982,-85.798332,14910,13.3,2,6,11006,0.27,6,Micropolitan,21,17,41.74135,2396:01:00,34.5,"Low comuting micropolitan, Rural and Small towns",1,14146,40497,19632,20865,28523,10994,19.5,32.9,29.2,18.3,7839,42205,61,14.97777887,24,4.9,16
1,125,Alabama,Tuscaloosa County,208911,1125,33.287262,-87.525566,51654,12,1,84,36426,0.178,1,Metropolitan,20,150,72.7795,1374:01:00,34.1,Metropolitan/Urban,0,79253,208911,100589,108322,134982,67003,11.6,29.9,28.3,30.3,33330,52557,237,11.49916061,21,4.5,13
1,127,Alabama,Walker County,63711,1127,33.802704,-87.30027,21310,12.2,1,12,16386,0.252,3,Metropolitan,20,30,46.17729,2166:01:00,38,Metropolitan/Urban,0,23346,63711,31040,32671,57950,3932,19.1,37.1,32.2,11.6,11231,45434,93,14.3149599,22,4.7,15
1,129,Alabama,Washington County,16378,1129,31.409279,-88.206902,5535,14.2,1,0,4103,0.245,3,Metropolitan,21,2,11.93602,8378:01:00,40.4,Metropolitan/Urban,0,5894,16378,8055,8323,10838,3850,19.6,43.2,26.1,11.1,2846,44424,29,17.30723323,23,4.7,17
1,131,Alabama,Wilcox County,10627,1131,31.987732,-87.308914,3527,17.1,1,0,2751,0.252,10,Rural and Small towns,24,4,36.40998,2747:01:00,44.4,"Low comuting micropolitan, Rural and Small towns",1,3592,10627,5056,5571,2915,7575,23.1,40.3,24.1,12.5,3504,25385,10,9.102494083,30,5.7,20
1,133,Alabama,Winston County,23660,1133,34.150307,-87.37326,8631,17,1,4,6575,0.274,7,Rural and Small towns,23,12,50.40958,1984:01:00,38.2,"Low comuting micropolitan, Rural and Small towns",1,8431,23660,11655,12005,22757,207,21.9,37.4,27.3,13.5,4338,41156,28,11.76223483,22,4.9,17
4,1,Arizona,Apache County,71818,4001,35.39465,-109.48923,20243,15.4,4,0,14107,0.197,8,Rural and Small towns,21.55277574,24,32.82635,3046:01:00,34.4,"Low comuting micropolitan, Rural and Small towns",1,25245,71818,35310,36508,16069,410,20.4,33.1,34.8,11.7,26435,33652,26,3.556187767,26,5.6,15.7
4,3,Arizona,Cochise County,126770,4003,31.879347,-109.75161,45083,8.4,4,12,35231,0.278,4,Micropolitan,15.93978864,64,50.88654,1965:01:00,26.9,Metropolitan/Urban,1,43086,126770,64380,62390,111195,5852,12.8,23.5,40.7,23,18273,49164,111,8.825634094,17,4.1,10.5
4,5,Arizona,Coconino County,142854,4005,35.838833,-111.77072,34247,7.7,3,41,23195,0.167,4,Micropolitan,16.35938032,117,83.0329,1204:01:00,23.7,Metropolitan/Urban,1,50494,142854,70580,72274,93812,2089,10.4,21.4,32.6,35.6,20964,60187,138,9.793624209,16,4.2,7.7
4,7,Arizona,Gila County,53889,4007,33.801899,-110.81328,24023,12,3,8,18752,0.353,5,Micropolitan,18.14261957,23,42.9457,2329:01:00,31.1,Metropolitan/Urban,1,15598,53889,26644,27245,42312,451,14.7,28.6,38.2,18.5,10804,43585,49,9.149301665,21,5.1,13
4,9,Arizona,Graham County,38072,4009,32.931667,-109.88821,9262,9.6,1,0,6933,0.184,4,Micropolitan,17.91420647,20,53.1929,1880:01:00,34.8,Metropolitan/Urban,1,14542,38072,20283,17789,31115,680,14.4,29.9,40.5,15.3,7118,50157,18,4.787361366,21,4.4,11.1
4,11,Arizona,Greenlee County,9483,4011,33.214989,-109.24052,2311,11.3,0,0,1631,0.174,8,Rural and Small towns,15.30389075,4,41.61032,2403:01:00,29.7,"Low comuting micropolitan, Rural and Small towns",1,3745,9483,4871,4612,8550,199,11,36.2,40.9,11.9,985,65818,6,6.241547904,19,4.1,11.4
4,12,Arizona,La Paz County,21098,4012,33.728542,-113.981,10924,9.5,2,3,9183,0.448,8,Rural and Small towns,15.49751216,8,39.37589,2540:01:00,28.6,"Low comuting micropolitan, Rural and Small towns",1,5428,21098,10820,10278,16143,256,22.7,33,32,12.4,4921,37350,10,4.921986514,22,4.7,14.6
4,13,Arizona,Maricopa County,4410824,4013,33.348358,-112.49181,1179249,8.2,34,1004,808534,0.195,1,Metropolitan,13.74925703,2960,69.76201,1433:01:00,26.6,Metropolitan/Urban,0,1770551,4410824,2181718,2229106,3663379,275869,12.6,22.6,32.8,32,535183,65234,2206,5.19915522,15,3.6,9.1
4,15,Arizona,Mohave County,209550,4015,35.704716,-113.75779,97777,10.1,4,80,73559,0.359,4,Micropolitan,20.02779048,94,45.79803,2184:01:00,31.9,Metropolitan/Urban,1,63037,209550,105979,103571,192331,2709,14.7,34.8,37.6,12.9,34411,45129,120,5.846557109,21,4.9,13.4
4,17,Arizona,Navajo County,110445,4017,35.399773,-110.3219,34565,13.6,4,12,24267,0.225,7,Rural and Small towns,21.49919413,63,57.25919,1746:01:00,33,"Low comuting micropolitan, Rural and Small towns",1,37250,110445,55281,55164,55688,1114,17.2,30.1,36.9,15.8,30876,40650,76,6.907458237,24,5.8,14.3
4,19,Arizona,Pima County,1039073,4019,32.097134,-111.789,334669,7.2,9,296,245814,0.244,1,Metropolitan,13.89351317,829,81.57795,1226:01:00,25.1,Metropolitan/Urban,0,365360,1039073,511456,527617,882105,43252,11.7,22.5,34,31.9,164927,53395,631,6.209370935,16,3.9,8.7
4,21,Arizona,Pinal County,447138,4021,32.905254,-111.34495,144214,11.3,4,22,100086,0.247,2,Metropolitan,15.0965481,65,15.53018,6439:01:00,33,Metropolitan/Urban,0,167006,447138,232917,214221,370360,23222,14.6,29.7,36.8,19,54399,58848,148,3.536101687,20,4.5,12.4
4,23,Arizona,Santa Cruz County,46511,4023,31.525089,-110.84791,14133,6.5,1,0,10530,0.227,5,Micropolitan,15.60468406,20,43.49244,2299:01:00,23.3,Metropolitan/Urban,1,15544,46511,22473,24038,44513,435,24.4,27.2,27.4,21,11287,40545,26,5.654017614,25,4.6,9.2
4,25,Arizona,Yavapai County,231993,4025,34.599339,-112.55386,113224,7.2,2,39,85127,0.385,3,Metropolitan,15.25279399,139,61.62386,1623:01:00,23.8,Metropolitan/Urban,0,65994,231993,113321,118672,216777,2030,9.7,25.7,39.4,25.2,30060,48758,206,9.132743991,14,3.7,10.4
4,27,Arizona,Yuma County,212128,4027,32.768955,-113.90667,60603,12.9,1,42,45739,0.224,2,Metropolitan,14.89587161,84,40.84987,2448:01:00,33.1,Metropolitan/Urban,0,74186,212128,109306,102822,193457,5712,27.9,25.9,31.4,14.8,39648,44116,87,4.230879585,26,4.9,13.7
5,1,Arkansas,Arkansas County,17769,5001,34.291451,-91.372772,6030,17.3,2,0,4693,0.256,8,Rural and Small towns,19.46592114,9,49.41254,2024:01:00,33,"Low comuting micropolitan, Rural and Small towns",1,6327,17769,8593,9176,12810,4420,17,38.3,29.2,15.5,3120,43887,33,18.11793126,24,4.7,15
5,3,Arkansas,Ashley County,20046,5003,33.191536,-91.769844,6849,12.6,1,6,5094,0.245,8,Rural and Small towns,20.11461134,9,43.91958,2277:01:00,40.1,"Low comuting micropolitan, Rural and Small towns",1,7105,20046,9771,10275,14553,4994,17.7,39.9,29.2,13.2,3876,41127,35,17.07983603,23,4.8,16
5,5,Arkansas,Baxter County,41619,5005,36.287846,-92.33783,19404,13.1,2,17,15979,0.389,5,Micropolitan,17.95878973,30,73.06025,1369:01:00,35.4,Metropolitan/Urban,1,12406,41619,20096,21523,40200,166,11.8,35,34.8,18.3,6216,39686,45,10.95903755,20,4.7,17
5,7,Arkansas,Benton County,272608,5007,36.336445,-94.256805,65884,8.6,3,30,44616,0.177,1,Metropolitan,17.57684087,153,59.23551,1688:01:00,31.9,Metropolitan/Urban,0,113056,272608,135582,137026,241735,5528,11.9,29.1,26.5,32.4,23290,68978,216,8.36266072,20,4.4,10
5,9,Arkansas,Boone County,37480,5009,36.308449,-93.09375,12832,12.2,1,24,9809,0.264,5,Micropolitan,19.60301011,27,72.3783,1382:01:00,36.6,Metropolitan/Urban,1,13333,37480,18443,19037,35930,160,13,33.8,37.2,16,5472,44482,46,12.33111731,20,4.6,14
5,11,Arkansas,Bradley County,10897,5011,33.46756,-92.159805,3537,14,1,0,2825,0.257,7,Rural and Small towns,22.55589448,6,54.5653,1833:01:00,40.3,"Low comuting micropolitan, Rural and Small towns",1,3983,10897,5306,5591,7488,3015,18,41.6,25.1,15.2,2329,37729,18,16.36958894,29,5.3,15
5,13,Arkansas,Calhoun County,5277,5013,33.555988,-92.499741,1974,14.6,0,0,1436,0.276,8,Rural and Small towns,21.49731607,2,38.88025,2572:01:00,34.9,"Low comuting micropolitan, Rural and Small towns",1,1899,5277,2662,2615,3994,1127,17.3,43.6,27,12.1,800,44969,8,15.55209953,24,5.0,15
5,15,Arkansas,Carroll County,28223,5015,36.340385,-93.542702,10712,6.3,2,0,7997,0.288,9,Rural and Small towns,18.68254705,16,57.87456,1728:01:00,32.4,"Low comuting micropolitan, Rural and Small towns",1,9325,28223,14047,14176,26272,228,14.2,34.6,30.8,20.4,4499,45023,39,14.10692324,22,4.8,13
